Nom_Complet_Diplome;Acronyme_Diplome;Niveau_Europeen;Grande_Categorie;Description_Diplome;Nom_Etablissement;Ville;Code_Postal;Region;URL_Site_Etablissement;URL_Page_Formation;Dates_Portes_Ouvertes
Brevet Professionnel Agricole Ouvrier viticole;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Ouvrier viticole;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet Professionnel Agricole Ouvrier d'élevage de ruminants et cultures fourragères;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Ouvrier d'élevage de ruminants et cultures fourragères;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;https://campus-saintlaurent.fr/formations-par-filiere/agricole;
Brevet Professionnel Agricole Travaux de la vigne et du vin;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux de la vigne et du vin - TVV;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;;
Brevet Professionnel Agricole Bûcheron;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Bûcheron;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet Professionnel Agricole Bûcheron;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Bûcheron;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;https://campus-saintlaurent.fr/formations-par-filiere/agricole;
Brevet Professionnel Agricole Conduite d'engins forestiers;BPA;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite d'engins forestiers;Campus de Mirecourt;Mirecourt;88500;Lorraine;https://www.campusdemirecourt.fr/;https://www.campusdemirecourt.fr/toutes-les-formations/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPLEFPA Edgard Pisani;Chamarandes-Choignes;52000;Champagne-Ardenne;https://edgard-pisani.educagri.fr/;https://edgard-pisani.educagri.fr/cfa/cfppa;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;https://eplefpa-rethel.fr/cfa-cfppa/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;MFR de Gionges;Blancs-Coteaux;51130;Champagne-Ardenne;https://www.mfr-gionges.fr/;https://www.mfr-gionges.fr/nos-formations/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EREA Robert Tritant;Châlons-en-Champagne;51000;Champagne-Ardenne;https://erea-robert-tritant.monbureaunumerique.fr/;https://erea-robert-tritant.monbureaunumerique.fr/vie-de-l-etablissement/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;Lycée Agricole de Somme-Suippe;Somme-Suippe;51600;Champagne-Ardenne;http://lyceesommesuippe.fr/;http://lyceesommesuippe.fr/nos-formations/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;École de Roville;Roville-aux-Chênes;88700;Lorraine;https://www.roville.fr/;https://www.roville.fr/formation-scolaire/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;MFR de Ramonchamp;Ramonchamp;88160;Lorraine;https://mfr4vents.fr/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;MFR de Stenay;Stenay;55700;Lorraine;https://mfr-stenay.fr/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;MFR de Bulgnéville;Bulgnéville;88140;Lorraine;https://mfr-bulgneville.com/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;https://campus-courcelles.fr/campus-courcelles-chaussy/decouvrez-le-campus;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;https://eplagro55.fr/lycee;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPL54 Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;https://www.pixerecourt.fr/pixerecourt/lycee/;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EREA Henri Ebel;Illkirch-Graffenstaden;67400;Alsace;http://lyc-ebel-illkirch.site.ac-strasbourg.fr/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;https://rouffach-wintzenheim.educagri.fr/formations;
Certificat d'Aptitude Professionnelle Métiers de l'agriculture;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Métiers de l'agriculture - MAGRI;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;https://rouffach-wintzenheim.educagri.fr/formations;
Certificat d'Aptitude Professionnelle Travaux forestiers;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux forestiers - TF;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;https://campusterresdelaube.fr/formations;Mars 2025 (à confirmer)
Certificat d'Aptitude Professionnelle Travaux forestiers;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux forestiers - TF;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;https://campus-saintlaurent.fr/formations-par-filiere/foret;
Certificat d'Aptitude Professionnelle Travaux forestiers;CAP;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux forestiers - TF;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;https://eplagro55.fr/nos-formations/les-53-formations/capa-travaux-forestiers;
Certificat de Spécialisation Conduite de production en agriculture biologique, transformation et commercialisation;CS;3;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite de production en agriculture biologique, transformation et commercialisation;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;https://www.avizeviticampus.fr/centres/nos-formations-menu;
Certificat de Spécialisation Commercialisation des vins;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Commercialisation des vins;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;https://www.avizeviticampus.fr/centres/nos-formations-menu;
Certificat de Spécialisation Tracteurs et machines agricoles;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Tracteurs et machines agricoles;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;https://www.avizeviticampus.fr/centres/nos-formations-menu;
Certificat de Spécialisation Tracteurs et machines agricoles;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Tracteurs et machines agricoles;Campus Terres de l'Aube;Saint-Pouange;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;https://campusterresdelaube.fr/presentation-du-campus-terres-de-laube/les-atouts-du-campus;Mars 2025 (à confirmer)
Certificat de Qualification Professionnelle Tractoriste agricole;CQP;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Tractoriste agricole;MFR-CFA de Vigneulles;Vigneulles-lès-Hattonchâtel;55210;Lorraine;https://www.mfr-vigneulles.com/;https://www.mfr-vigneulles.com/nos-formations/;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;https://eplefpa-rethel.fr/cfa-cfppa/;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;https://campusterresdelaube.fr/formations;Mars 2025 (à confirmer)
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;EPLEFPA de Châlons-en-Champagne;Somme-Vesle;51460;Champagne-Ardenne;https://eplefpachalonsenchampagne.fr/;https://eplefpachalonsenchampagne.fr/le-lycee/nos-formations;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;Lycée LaSalle Reims-Thillois;Thillois;51370;Champagne-Ardenne;https://www.reimsthillois.fr/;https://www.reimsthillois.fr/etablissement/;21-22 mars 2025
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;https://campus-saintlaurent.fr/formations-par-filiere/enseignement-general-et-technologique;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;Lycée Sainte-Maure;Sainte-Maure;10150;Champagne-Ardenne;http://www.lyceesaintemaure.fr/;http://www.lyceesaintemaure.fr/l-formations;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;https://www.avizeviticampus.fr/centres/nos-formations-menu;
Baccalauréat Général;BAC GÉNÉRAL;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Général;EPLEFPA Edgard PISANI;Chamarandes-Choignes;52000;Champagne-Ardenne;https://edgard-pisani.educagri.fr/;https://edgard-pisani.educagri.fr/cfa/cfppa;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;https://campus-courcelles.fr/formations;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPL54 Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPL Val de Seille;Château-Salins;57170;Lorraine;https://www.epl-val-de-seille.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;Campus de Mirecourt;Mirecourt;88500;Lorraine;https://www.campusdemirecourt.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA Edgard PISANI;Chamarandes-Choignes;52000;Champagne-Ardenne;https://edgard-pisani.educagri.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;EPLEFPA de Châlons-en-Champagne;Somme-Vesle;51460;Champagne-Ardenne;https://eplefpachalonsenchampagne.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;Lycée Sainte-Maure;Sainte-Maure;10150;Champagne-Ardenne;http://www.lyceesaintemaure.fr/;;
Baccalauréat Technologique Sciences et technologies de l'agronomie et du vivant;BAC TECHNO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Sciences et technologies de l'agronomie et du vivant - STAV;MFR de Gionges;Blancs-Coteaux;51130;Champagne-Ardenne;https://www.mfr-gionges.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;MFR de Stenay;Stenay;55700;Lorraine;https://mfr-stenay.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPL Val de Seille;Château-Salins;57170;Lorraine;https://www.epl-val-de-seille.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPL54 Pixérécourt;Malzéville;54220;Lorraine;https://www.pixerecourt.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;MFR-CFA de Vigneulles;Vigneulles-lès-Hattonchâtel;55210;Lorraine;https://www.mfr-vigneulles.com/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;MFR de Bulgnéville;Bulgnéville;88140;Lorraine;https://mfr-bulgneville.com/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;MFR-CFR de Gugnécourt;Gugnécourt;88600;Lorraine;https://www.mfr-gugnecourt.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;Campus de Mirecourt;Mirecourt;88500;Lorraine;https://www.campusdemirecourt.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPLEFPA du Bas-Rhin;Obernai;67210;Alsace;https://obernai.educagri.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise agricole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise agricole - CGEA;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise vitivinicole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise vitivinicole - CGEVV;Campus Terres de l'Aube;Bar-sur-Seine;10110;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Baccalauréat Professionnel Conduite et gestion de l'entreprise vitivinicole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise vitivinicole - CGEVV;MFR de Gionges;Blancs-Coteaux;51130;Champagne-Ardenne;https://www.mfr-gionges.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise vitivinicole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise vitivinicole - CGEVV;Avize Viti Campus;Avize;51190;Champagne-Ardenne;https://www.avizeviticampus.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise vitivinicole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise vitivinicole - CGEVV;EPLEFPA Les Sillons de Haute-Alsace;Rouffach;68250;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Professionnel Conduite et gestion de l'entreprise vitivinicole;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite et gestion de l'entreprise vitivinicole - CGEVV;EPLEFPA Les Sillons de Haute-Alsace;Wintzenheim;68920;Alsace;https://rouffach-wintzenheim.educagri.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;Campus Terres de l'Aube;Les Loges-Margueron;10210;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;Campus de Mirecourt;Mirecourt;88500;Lorraine;https://www.campusdemirecourt.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;Lycée Louise Weiss;Sainte-Marie-aux-Mines;68160;Alsace;http://lycee-louiseweiss.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;EPLEFPA Edgard PISANI;Chamarandes-Choignes;52000;Champagne-Ardenne;https://edgard-pisani.educagri.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;EPLEFPA de Rethel;Rethel;08300;Champagne-Ardenne;https://eplefpa-rethel.fr/;;
Baccalauréat Professionnel Forêt;BAC PRO;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Forêt;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;;
Brevet Professionnel Responsable d'entreprise agricole;BP;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Responsable d'entreprise agricole - REA;Campus Terres de l'Aube;Saint-Pouange;10120;Champagne-Ardenne;https://campusterresdelaube.fr/;;Mars 2025 (à confirmer)
Brevet Professionnel Responsable d'entreprise agricole;BP;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Responsable d'entreprise agricole - REA;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Brevet Professionnel Responsable d'entreprise agricole;BP;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Responsable d'entreprise agricole - REA;Campus de Courcelles-Chaussy;Courcelles-Chaussy;57530;Lorraine;https://campus-courcelles.fr/;;
Brevet Professionnel Responsable d'entreprise agricole;BP;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Responsable d'entreprise agricole - REA;ALPA;Haroué;54740;Lorraine;https://alpa-haroue.fr/;;
Brevet Professionnel Agricole Travaux de la production animale;BPA;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux de la production animale - TPA (Ouvrier d'élevage de ruminants et de cultures fourragères);Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;;
Brevet Professionnel Agricole Travaux de la production animale;BPA;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Travaux de la production animale - TPA (Ouvrier d'élevage de ruminants et de cultures fourragères);ALPA;Haroué;54740;Lorraine;https://alpa-haroue.fr/;;
Certificat de Spécialisation Conduite d'un élevage bovin viande;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Conduite d'un élevage bovin viande;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Certificat de Spécialisation Production, transformation et commercialisation des produits fermiers;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Production, transformation et commercialisation des produits fermiers;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Certificat de Spécialisation Production, transformation et commercialisation des produits fermiers;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Production, transformation et commercialisation des produits fermiers;ALPA;Haroué;54740;Lorraine;https://alpa-haroue.fr/;;
Certificat de Spécialisation Production, transformation et commercialisation des produits fermiers;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Production, transformation et commercialisation des produits fermiers;MFR de Ramonchamp;Ramonchamp;88160;Lorraine;https://mfr4vents.fr/;;
Certificat de Spécialisation Responsable d'unité de méthanisation agricole;CS;4;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Responsable d'unité de méthanisation agricole;EPL Agro de la Meuse;Bar-le-Duc;55000;Lorraine;https://eplagro55.fr/;;
Brevet de Technicien Supérieur Agricole Agronomie et cultures durables;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Agronomie et cultures durables - ACD;Lycée Sainte-Maure;Sainte-Maure;10150;Champagne-Ardenne;http://www.lyceesaintemaure.fr/;;
Brevet de Technicien Supérieur Agricole Agronomie et cultures durables;BTSA;5;AGRICULTURE, VITICULTURE, SYLVICULTURE ET ELEVAGE;Agronomie et cultures durables - ACD;EPLEFPA de Châlons-en-Champagne;Somme-Vesle;51460;Champagne-Ardenne;https://eplefpachalonsenchampagne.fr/;;
