Nom_Complet_Diplome;Acronyme_Diplome;Niveau_Europeen;Grande_Categorie;Description_Diplome;Nom_Etablissement;Ville;Code_Postal;Region;URL_Site_Etablissement;URL_Page_Formation;Dates_Portes_Ouvertes
Baccalauréat Professionnel Procédés de la chimie, de l’eau et des papiers cartons;BAC PROFESSIONNEL;4;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Procédés de la chimie, de l’eau et des papiers cartons - PCEPC;CFA Papetier;Gérardmer;88400;Lorraine;https://www.cfa-papetier.com/;;
Baccalauréat Professionnel Procédés de la chimie, de l’eau et des papiers cartons;BAC PROFESSIONNEL;4;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Procédés de la chimie, de l’eau et des papiers cartons - PCEPC;Lycée Paul-Emile Victor;Obernai;67210;Alsace;http://www.lycee-paul-emile-victor.fr/;;
Baccalauréat Professionnel Production en industries pharmaceutiques, alimentaires et cosmétiques;BAC PROFESSIONNEL;4;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Production en industries pharmaceutiques, alimentaires et cosmétiques - PIPAC;Campus Agro Environnemental;Saint-Laurent;08090;Champagne-Ardenne;https://campus-saintlaurent.fr/;;
Baccalauréat Professionnel Production en industries pharmaceutiques, alimentaires et cosmétiques;BAC PROFESSIONNEL;4;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Production en industries pharmaceutiques, alimentaires et cosmétiques - PIPAC;Non spécifié;Troyes;10XXX;Champagne-Ardenne;;;
Brevet de Technicien Supérieur Pilotage des procédés;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Pilotage des procédés - PC;Pôle de formation UIMM – Champagne-A.;Reims;51100;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Brevet de Technicien Supérieur Pilotage des procédés;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Pilotage des procédés - PC;CFA Papetier;Gérardmer;88400;Lorraine;https://www.cfa-papetier.com/;;
Brevet de Technicien Supérieur Pilotage des procédés;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Pilotage des procédés - PC;Lycée Laurent de Lavoisier;Mulhouse;68200;Alsace;http://www.lycee-lavoisier-mulhouse.fr/;;
Brevet de Technicien Supérieur Métiers de la chimie;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de la chimie;Lycée Hugues Libergier;Reims;51100;Champagne-Ardenne;http://lycee-libergier.fr/;;
Brevet de Technicien Supérieur Métiers de la chimie;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de la chimie;Lycée Louis Vincent;Metz;57000;Lorraine;http://www.lyceelouisvincent.fr/;;
Brevet de Technicien Supérieur Métiers de la chimie;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de la chimie;Lycée Laurent de Lavoisier;Mulhouse;68200;Alsace;http://www.lycee-lavoisier-mulhouse.fr/;;
Brevet de Technicien Supérieur Métiers de la mesure;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de la mesure - 2M;Lycée Arthur Varoquaux;Tomblaine;54510;Lorraine;http://www.lycee-varoquaux.fr/;;
Brevet de Technicien Supérieur Métiers de la mesure;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de la mesure - 2M;Lycée Jean Rostand;Strasbourg;67000;Alsace;http://www.lycee-jean-rostand.fr/;;
Brevet de Technicien Supérieur Europlastics et composites;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Europlastics et composites - EPC;Non spécifié;Charleville-Mézières;08000;Champagne-Ardenne;;;
Brevet de Technicien Supérieur Europlastics et composites;BTS;5;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Europlastics et composites - EPC;Non spécifié;Saint-Dié-des-Vosges;88100;Lorraine;;;
Bachelor Responsable qualité, sécurité et environnement;BACHELOR;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Responsable qualité, sécurité et environnement;CESI Campus de Reims;Reims;51100;Champagne-Ardenne;https://reims.cesi.fr/;;
Bachelor Responsable qualité, sécurité et environnement;BACHELOR;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Responsable qualité, sécurité et environnement;CESI Campus de Strasbourg;Lingolsheim;67380;Alsace;https://strasbourg.cesi.fr/;;
Bachelor Universitaire de Technologie Génie chimique - Génie des procédés;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Génie chimique - Génie des procédés - GCGP;IUT Nancy-Brabois, Univ. Lorraine;Villers-lès-Nancy;54600;Lorraine;;;
Bachelor Universitaire de Technologie Science et génie des matériaux;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Science et génie des matériaux - SGM;IUT Moselle-Est, Univ. Lorraine;Forbach;57600;Lorraine;;;
Bachelor Universitaire de Technologie Science et génie des matériaux;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Science et génie des matériaux - SGM;IUT Mulhouse, Univ. Haute-Alsace;Mulhouse;68200;Alsace;;;
Bachelor Universitaire de Technologie Packaging, emballage et conditionnement;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Packaging, emballage et conditionnement - PEC;IUT RCC, Univ. Reims Champagne Ardenne;Reims;51100;Champagne-Ardenne;;;
Bachelor Universitaire de Technologie Mesures physiques;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Mesures physiques - MP;IUT RCC, Univ. Reims Champagne Ardenne;Reims;51100;Champagne-Ardenne;;;
Bachelor Universitaire de Technologie Mesures physiques;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Mesures physiques - MP;IUT Metz, Univ. Lorraine;Metz;57000;Lorraine;;;
Bachelor Universitaire de Technologie Mesures physiques;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Mesures physiques - MP;IUT Louis Pasteur, Univ. Strasbourg;Schiltigheim;67300;Alsace;;;
Bachelor Universitaire de Technologie Qualité, logistique industrielle et organisation;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, logistique industrielle et organisation - QLIO;IUT Épinal-Hubert Curien, Univ. Lorraine;Épinal;88000;Lorraine;;;
Bachelor Universitaire de Technologie Qualité, logistique industrielle et organisation;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, logistique industrielle et organisation - QLIO;IUT Nancy-Brabois, Univ. Lorraine;Lunéville;54300;Lorraine;;;
Bachelor Universitaire de Technologie Qualité, logistique industrielle et organisation;BUT;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, logistique industrielle et organisation - QLIO;IUT Haguenau, Univ. Strasbourg;Haguenau;67500;Alsace;;;
Licence Professionnelle Métiers de l’industrie : logistique industrielle;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de l’industrie : logistique industrielle - MILI;IUT Épinal-Hubert Curien, Univ. Lorraine;Épinal;88000;Lorraine;;;
Licence Professionnelle Métiers de l’instrumentation, de la mesure et du contrôle qualité;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Métiers de l’instrumentation, de la mesure et du contrôle qualité;IUT Nancy-Brabois, Univ. Lorraine;Villers-lès-Nancy;54600;Lorraine;;;
Licence Professionnelle Bio-industries et biotechnologies;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Bio-industries et biotechnologies - BBT;UFR SEN, Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;;;
Licence Professionnelle Bio-industries et biotechnologies;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Bio-industries et biotechnologies - BBT;IUT Haguenau, Univ. Strasbourg;Colmar;68000;Alsace;;;
Licence Professionnelle Qualité, hygiène, sécurité et environnement;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, hygiène, sécurité et environnement;UFR SEN, Univ. Reims Champagne Ardenne;Reims;51100;Champagne-Ardenne;;;
Licence Professionnelle Qualité, hygiène, sécurité et environnement;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, hygiène, sécurité et environnement;IUT Moselle-Est, Univ. Lorraine;Sarreguemines;57200;Lorraine;;;
Licence Professionnelle Qualité, hygiène, sécurité et environnement;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Qualité, hygiène, sécurité et environnement;UFR de médecine, Univ. Strasbourg;Strasbourg;67000;Alsace;;;
Licence Professionnelle Domotique;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Domotique;IUT Troyes, Univ. Reims Champagne-Ardenne;Rosières-près-Troyes;10430;Champagne-Ardenne;;;
Licence Professionnelle Domotique;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Domotique;BTP CFA Aube;Pont-Sainte-Marie;10150;Champagne-Ardenne;https://www.btpcfa-grandest.fr/;;
Licence Professionnelle Domotique;LICENCE PROFESSIONNELLE;6;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Domotique;CNAM Grand Est;Strasbourg;67200;Alsace;https://www.cnam-grandest.fr/;;
Ingénieur Génie des matériaux;INGÉNIEUR;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Génie des matériaux;EEIGM, Univ. Lorraine;Nancy;54000;Lorraine;;;
Ingénieur Génie des systèmes et de l’innovation;INGÉNIEUR;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Génie des systèmes et de l’innovation;ENSGSI, Univ. Lorraine;Nancy;54000;Lorraine;;;
Master Sciences et génie des matériaux;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Sciences et génie des matériaux - SGM;FST, Univ. Lorraine;Vandœuvre-lès-Nancy;54500;Lorraine;;;
Master Sciences et génie des matériaux;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Sciences et génie des matériaux - SGM;UFR de physique, Univ. Strasbourg;Strasbourg;67000;Alsace;;;
Master Sciences et génie des matériaux;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Sciences et génie des matériaux - SGM;INSA Strasbourg;Strasbourg;67000;Alsace;https://www.insa-strasbourg.fr/;;
Master Sciences et génie des matériaux;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Sciences et génie des matériaux - SGM;FST, Univ. Haute-Alsace;Mulhouse;68200;Alsace;;;
Master Génie industriel;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Génie industriel - GI;UFR MIM, Univ. Lorraine;Metz;57070;Lorraine;;;
Master Génie industriel;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Génie industriel - GI;UFR de physique, Univ. Strasbourg;Strasbourg;67000;Alsace;;;
Master Ingénierie de conception;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Ingénierie de conception - IC;EISINE, Univ. Reims Champagne Ardenne;Reims;51100;Champagne-Ardenne;;;
Master Ingénierie de conception;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Ingénierie de conception - IC;Université de technologie de Troyes;Rosières-près-Troyes;10430;Champagne-Ardenne;https://www.utt.fr/;;
Master Manager de la performance et de l’innovation industrielle;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Manager de la performance et de l’innovation industrielle;CESI Campus de Nancy;Vandœuvre-lès-Nancy;54500;Lorraine;https://nancy.cesi.fr/;;
Master Manager de la performance et de l’innovation industrielle;MASTER;7;INDUSTRIE, PRODUCTION, PROCÉDÉS ET USINAGE;Manager de la performance et de l’innovation industrielle;CESI Campus de Strasbourg;Lingolsheim;67380;Alsace;https://strasbourg.cesi.fr/;;
Titre Professionnel de Fin de Parcours Pilote de systèmes de production automatisée;TPFP;4;INFORMATIQUE ET NUMÉRIQUE;Pilote de systèmes de production automatisée;Pôle de formation UIMM – Champagne-A.;Reims;51100;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Titre Professionnel de Fin de Parcours Pilote de systèmes de production automatisée;TPFP;4;INFORMATIQUE ET NUMÉRIQUE;Pilote de systèmes de production automatisée;Pôle de formation UIMM – Champagne-A.;Saint-Dizier;52100;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Titre Professionnel de Fin de Parcours Pilote de systèmes de production automatisée;TPFP;4;INFORMATIQUE ET NUMÉRIQUE;Pilote de systèmes de production automatisée;Pôle de formation UIMM – Champagne-A.;Rosières-près-Troyes;10430;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Lycée Etienne Oehmichen;Châlons-en-Champagne;51000;Champagne-Ardenne;http://lycee-oehmichen.fr/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Ensemble Scolaire Saint Michel;Art-sur-Meurthe;54510;Lorraine;http://www.saint-michel-art-sur-meurthe.com/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Lycée Gustave Eiffel;Talange;57525;Lorraine;http://www.lycee-eiffel-talange.fr/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Lycée Pierre-Gilles de Gennes;Gérardmer;88400;Lorraine;http://www.lycee-pierre-gilles-de-gennes.fr/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Lycée Emile Mathis;Schiltigheim;67300;Alsace;http://www.lycee-emile-mathis.fr/;;
Titre Professionnel de Fin de Parcours Conducteur transport routier de marchandises;TPFP;3;LOGISTIQUE ET TRANSPORT;Conducteur transport routier de marchandises - CTRM;Lycée Ettore Bugatti;Illzach;68110;Alsace;http://www.lycee-bugatti.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Etienne Oehmichen;Châlons-en-Champagne;51000;Champagne-Ardenne;http://lycee-oehmichen.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;École ISTELI Reims;Reims;51100;Champagne-Ardenne;https://www.aft-ral.org/isteli/reims;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Rosa Parks;La Chapelle-Saint-Luc;10600;Champagne-Ardenne;http://www.lyceerosaparks.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;École ISTELI Nancy;Jarville-la-Malgrange;54140;Lorraine;https://www.aft-ral.org/isteli/nancy;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;École ISTELI Metz;Metz;57070;Lorraine;https://www.aft-ral.org/isteli/metz;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Charles Hermite;Dieuze;57260;Lorraine;http://www.lycee-charles-hermite.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Gustave Eiffel;Talange;57525;Lorraine;http://www.lycee-eiffel-talange.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Emile Mathis;Schiltigheim;67300;Alsace;http://www.lycee-emile-mathis.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Georges de la Tour;Metz;57000;Lorraine;http://www.lycee-georges-de-la-tour-metz.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;École ISTELI Mulhouse;Sausheim;68390;Alsace;https://www.aft-ral.org/isteli/mulhouse;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;Lycée Stanislas;Wissembourg;67160;Alsace;http://www.lycee-stanislas-wissembourg.fr/;;
Brevet de Technicien Supérieur Gestion des transports et logistique associée;BTS;5;LOGISTIQUE ET TRANSPORT;Gestion des transports et logistique associée - GTLA;École ISTELI Strasbourg;Schiltigheim;67300;Alsace;https://www.aft-ral.org/isteli/strasbourg;;
Bachelor Management, business et négociation;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management, business et négociation;École ISTELI Reims;Reims;51100;Champagne-Ardenne;https://www.aft-ral.org/isteli/reims;;
Bachelor Management, business et négociation;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management, business et négociation;École ISTELI Nancy;Jarville-la-Malgrange;54140;Lorraine;https://www.aft-ral.org/isteli/nancy;;
Bachelor Management, business et négociation;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management, business et négociation;École ISTELI Metz;Metz;57070;Lorraine;https://www.aft-ral.org/isteli/metz;;
Bachelor Management, business et négociation;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management, business et négociation;École ISTELI Mulhouse;Sausheim;68390;Alsace;https://www.aft-ral.org/isteli/mulhouse;;
Bachelor Management, business et négociation;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management, business et négociation;École ISTELI Strasbourg;Schiltigheim;67300;Alsace;https://www.aft-ral.org/isteli/strasbourg;;
Bachelor Management des flux de marchandises;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management des flux de marchandises;École ISTELI Reims;Reims;51100;Champagne-Ardenne;https://www.aft-ral.org/isteli/reims;;
Bachelor Management des flux de marchandises;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management des flux de marchandises;École ISTELI Nancy;Jarville-la-Malgrange;54140;Lorraine;https://www.aft-ral.org/isteli/nancy;;
Bachelor Management des flux de marchandises;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management des flux de marchandises;École ISTELI Metz;Metz;57070;Lorraine;https://www.aft-ral.org/isteli/metz;;
Bachelor Management des flux de marchandises;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management des flux de marchandises;École ISTELI Mulhouse;Sausheim;68390;Alsace;https://www.aft-ral.org/isteli/mulhouse;;
Bachelor Management des flux de marchandises;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management des flux de marchandises;École ISTELI Strasbourg;Schiltigheim;67300;Alsace;https://www.aft-ral.org/isteli/strasbourg;;
Bachelor Management logistique et supply chain;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management logistique et supply chain;École ISTELI Reims;Reims;51100;Champagne-Ardenne;https://www.aft-ral.org/isteli/reims;;
Bachelor Management logistique et supply chain;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management logistique et supply chain;École ISTELI Nancy;Jarville-la-Malgrange;54140;Lorraine;https://www.aft-ral.org/isteli/nancy;;
Bachelor Management logistique et supply chain;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management logistique et supply chain;École ISTELI Metz;Metz;57070;Lorraine;https://www.aft-ral.org/isteli/metz;;
Bachelor Management logistique et supply chain;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management logistique et supply chain;École ISTELI Mulhouse;Sausheim;68390;Alsace;https://www.aft-ral.org/isteli/mulhouse;;
Bachelor Management logistique et supply chain;BACHELOR;6;LOGISTIQUE ET TRANSPORT;Management logistique et supply chain;École ISTELI Strasbourg;Schiltigheim;67300;Alsace;https://www.aft-ral.org/isteli/strasbourg;;
Brevet de Technicien Supérieur Maintenance des systèmes;BTS;5;MÉCANIQUE ET MAINTENANCE;Maintenance des systèmes - MS;Pôle de formation UIMM – Champagne-A.;Reims;51100;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Brevet de Technicien Supérieur Maintenance des systèmes;BTS;5;MÉCANIQUE ET MAINTENANCE;Maintenance des systèmes - MS;Lycée Denis Diderot;Langres;52200;Champagne-Ardenne;http://www.lyceediderot.fr/;;
Brevet de Technicien Supérieur Maintenance des systèmes;BTS;5;MÉCANIQUE ET MAINTENANCE;Maintenance des systèmes - MS;Lycée Louis Couffignal;Strasbourg;67000;Alsace;http://www.lyceecouffignal.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Lycée François Bazin;Charleville-Mézières;08000;Champagne-Ardenne;http://www.lyceebazin.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Champagne-A.;Reims;51100;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Champagne-A.;Rosières-près-Troyes;10430;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Champagne-A.;Charleville-Mézières;08000;Champagne-Ardenne;https://www.formation-industries-ca.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Lycée La Briquerie;Thionville;57100;Lorraine;http://www.labriquerie.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Lycée Interentreprise;Boulay-Moselle;57220;Lorraine;http://www.lycee-interentreprises-boulay.fr/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Moselle;Henriville;57450;Lorraine;https://www.formation-industries-lorraine.com/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Meurthe-et-Moselle;Nancy – Maxéville;54320;Lorraine;https://www.formation-industries-lorraine.com/;;
Brevet de Technicien Supérieur Conception et réalisation en chaudronnerie industrielle;BTS;5;MÉCANIQUE ET MAINTENANCE;Conception et réalisation en chaudronnerie industrielle - CRCI;Pôle de formation UIMM – Moselle;Yutz – Thionville;57970;Lorraine;https://www.formation-industries-lorraine.com/;;
École Doctorale ABIES;ED ABIES;8;ÉCOLES DOCTORALES;Agriculture, Alimentation, Biologie, Environnement, Santé;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Droit privé, droit public, histoire du droit;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Science politique;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Sciences économiques et de gestion;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Sciences du langage;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Langues et littératures;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Psychologie;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Philosophie;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Sociologie, anthropologie, ethnologie;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Histoire et civilisation;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Géographie et aménagement de l’espace;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
École Doctorale Sciences Humaines et Sociales;ED;8;ÉCOLES DOCTORALES;Sciences de l’éducation, de l’information et de la communication;Univ. Reims Champagne-Ardenne;Reims;51100;Champagne-Ardenne;https://www.univ-reims.fr/;;
